,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds.1,TD.1,College/Univ,PFR_URL,Height,Weight
1290,1981,1,16,Mark Nichols,WR,21.0,DET,1981.0,1987.0,0,0,3,21.0,76.0,37.0,9.0,108.0,0.0,124.0,2235.0,9.0,San Jose St.,http://www.pro-football-reference.com/players/N/NichMa00.htm,74,210
1291,1981,2,37,Cris Collinsworth,WR,22.0,CIN,1981.0,1988.0,0,3,7,64.0,107.0,90.0,7.0,-15.0,0.0,417.0,6698.0,36.0,Florida,http://www.pro-football-reference.com/players/C/CollCr00.htm,77,192
1292,1981,2,39,Mardye McDole,WR,22.0,MIN,1981.0,1983.0,0,0,0,0.0,26.0,1.0,,,,3.0,29.0,0.0,Mississippi St.,http://www.pro-football-reference.com/players/M/McDoMa20.htm,71,198
1293,1981,2,50,Byron Franklin,WR,23.0,BUF,1981.0,1987.0,0,0,1,16.0,77.0,22.0,5.0,-8.0,0.0,145.0,2016.0,10.0,Auburn,http://www.pro-football-reference.com/players/F/FranBy00.htm,73,179
1294,1981,2,53,Doug Donley,WR,22.0,DAL,1981.0,1984.0,0,0,0,7.0,43.0,10.0,2.0,5.0,0.0,55.0,898.0,4.0,Ohio St.,http://www.pro-football-reference.com/players/D/DonlDo00.htm,72,175
1295,1981,3,59,John Mistler,WR,22.0,NYG,1981.0,1984.0,0,0,1,7.0,45.0,10.0,,,,72.0,737.0,3.0,Arizona St.,http://www.pro-football-reference.com/players/M/MistJo00.htm,74,186
1296,1981,3,67,Ken Margerum,WR,22.0,CHI,1981.0,1987.0,0,0,2,11.0,64.0,28.0,3.0,11.0,0.0,94.0,1336.0,8.0,Stanford,http://www.pro-football-reference.com/players/M/MargKe00.htm,72,175
1297,1981,3,76,Mike Mosley,WR,23.0,BUF,1982.0,1984.0,0,0,0,3.0,20.0,2.0,,,,27.0,314.0,3.0,Texas A&M,http://www.pro-football-reference.com/players/M/MoslMi00.htm,74,192
1298,1981,3,79,Mike Holston,WR,23.0,HOU,1981.0,1985.0,0,0,1,9.0,64.0,12.0,,,,74.0,1111.0,4.0,Morgan St.,http://www.pro-football-reference.com/players/H/HolsMi00.htm,75,189
1303,1981,4,99,Tracy Porter,WR,22.0,DET,1981.0,1984.0,0,0,1,11.0,52.0,19.0,,,,79.0,1161.0,3.0,LSU,http://www.pro-football-reference.com/players/P/PortTr00.htm,74,196
1304,1981,4,100,Robbie Martin,WR,22.0,PIT,1981.0,1986.0,0,0,0,4.0,72.0,5.0,2.0,37.0,0.0,13.0,196.0,0.0,Cal Poly-San Luis Obispo,http://www.pro-football-reference.com/players/M/MartRo20.htm,68,179
1306,1981,6,145,Melvin Hoover,WR,21.0,NYG,1982.0,1987.0,0,0,0,3.0,32.0,1.0,1.0,5.0,0.0,16.0,364.0,2.0,Arizona St.,http://www.pro-football-reference.com/players/H/HoovMe00.htm,72,185
1307,1981,6,161,Robert Holt,WR,21.0,BUF,1982.0,1982.0,0,0,0,1.0,7.0,0.0,1.0,3.0,0.0,4.0,45.0,0.0,Baylor,http://www.pro-football-reference.com/players/H/HoltRo20.htm,73,182
1308,1981,6,162,Bobby Duckworth,WR,22.0,SDG,1982.0,1986.0,0,0,0,15.0,62.0,15.0,,,,82.0,1784.0,13.0,Arkansas,http://www.pro-football-reference.com/players/D/DuckBo00.htm,75,198
1309,1981,7,167,Kevin Williams,WR,23.0,NOR,1981.0,1981.0,0,0,0,0.0,11.0,0.0,,,,,,,USC,http://www.pro-football-reference.com/players/W/WillKe22.htm,68,164
1310,1981,7,170,Ron Johnson,WR,22.0,SEA,1985.0,1989.0,0,0,1,10.0,47.0,13.0,1.0,3.0,0.0,61.0,1105.0,4.0,Long Beach St.,http://www.pro-football-reference.com/players/J/JohnRo01.htm,75,190
1311,1981,7,185,Ken Toler,WR,22.0,NWE,1981.0,1982.0,0,0,0,2.0,25.0,0.0,1.0,4.0,0.0,7.0,133.0,2.0,Mississippi,http://www.pro-football-reference.com/players/T/ToleKe20.htm,74,195
1313,1981,8,198,Mike Fisher,WR,23.0,STL,1981.0,1981.0,0,0,0,0.0,2.0,0.0,,,,,,,Baylor,http://www.pro-football-reference.com/players/F/FishMi20.htm,71,172
1314,1981,8,201,Charlie Brown,WR,22.0,WAS,1982.0,1987.0,0,2,4,38.0,68.0,50.0,4.0,53.0,0.0,220.0,3548.0,25.0,South Carolina St.,http://www.pro-football-reference.com/players/B/BrowCh00.htm,70,182
1318,1981,9,246,Mike Wilson,WR,22.0,DAL,1981.0,1990.0,0,0,2,22.0,136.0,28.0,,,,159.0,2199.0,15.0,Washington St.,http://www.pro-football-reference.com/players/W/WilsMi00.htm,75,213
1321,1981,10,266,James Murphy,WR,21.0,MIN,1981.0,1981.0,0,0,0,0.0,10.0,0.0,,,,2.0,36.0,0.0,Utah St.,http://www.pro-football-reference.com/players/M/MurpJa20.htm,70,177
1324,1981,11,288,Holden Smith,WR,22.0,BAL,1982.0,1982.0,0,0,0,0.0,3.0,0.0,,,,2.0,36.0,0.0,California,http://www.pro-football-reference.com/players/S/SmitHo20.htm,73,191
1326,1981,11,291,Jim Jensen,WR,22.0,MIA,1981.0,1992.0,0,0,0,20.0,164.0,10.0,26.0,142.0,0.0,229.0,2171.0,19.0,Boston Univ.,http://www.pro-football-reference.com/players/J/JensJi00.htm,76,215
1330,1980,1,2,Lam Jones,WR,22.0,NYJ,1980.0,1984.0,0,0,3,21.0,61.0,38.0,9.0,17.0,0.0,138.0,2322.0,13.0,Texas,http://www.pro-football-reference.com/players/J/JoneLa00.htm,71,180
1331,1980,1,18,Art Monk HOF,WR,22.0,WAS,1980.0,1995.0,1,3,14,93.0,224.0,194.0,63.0,332.0,0.0,940.0,12721.0,68.0,Syracuse,http://www.pro-football-reference.com/players/M/MonkAr00.htm,75,210
1332,1980,2,47,Ralph Clayton,WR,21.0,NYJ,1981.0,1981.0,0,0,0,0.0,7.0,0.0,,,,,,,Michigan,http://www.pro-football-reference.com/players/C/ClayRa22.htm,75,222
1333,1980,2,49,Kevin House,WR,22.0,TAM,1980.0,1987.0,0,0,6,42.0,114.0,85.0,7.0,41.0,0.0,299.0,5169.0,34.0,Southern Illinois,http://www.pro-football-reference.com/players/H/HousKe00.htm,73,181
1334,1980,3,62,Mike Friede,WR,22.0,DET,1980.0,1981.0,0,0,1,5.0,27.0,19.0,,,,40.0,621.0,1.0,Indiana,http://www.pro-football-reference.com/players/F/FrieMi00.htm,75,205
1335,1980,3,79,Tim Smith,WR,23.0,HOU,1980.0,1986.0,0,0,3,23.0,90.0,47.0,2.0,16.0,0.0,206.0,3107.0,12.0,Nebraska,http://www.pro-football-reference.com/players/S/SmitTi01.htm,74,201
1336,1980,4,87,Fred Nixon,WR,21.0,GNB,1980.0,1981.0,0,0,0,1.0,23.0,1.0,,,,6.0,105.0,0.0,Oklahoma,http://www.pro-football-reference.com/players/N/NixoFr20.htm,71,191
1337,1980,4,88,Ray Butler,WR,24.0,BAL,1980.0,1988.0,0,0,6,33.0,120.0,80.0,4.0,9.0,0.0,239.0,3948.0,37.0,USC,http://www.pro-football-reference.com/players/B/ButlRa00.htm,75,200
1338,1980,4,90,Danny Pittman,WR,22.0,NYG,1980.0,1984.0,0,0,1,4.0,49.0,7.0,1.0,-7.0,0.0,46.0,657.0,1.0,Wyoming,http://www.pro-football-reference.com/players/P/PittDa00.htm,74,205
1339,1980,4,100,Elmer Bailey,WR,22.0,MIA,1980.0,1982.0,0,0,0,1.0,31.0,0.0,,,,4.0,105.0,0.0,Minnesota,http://www.pro-football-reference.com/players/B/BailEl20.htm,72,196
1340,1980,5,114,Carlos Carson,WR,21.0,KAN,1980.0,1989.0,0,2,7,50.0,126.0,92.0,12.0,62.0,0.0,353.0,6372.0,33.0,LSU,http://www.pro-football-reference.com/players/C/CarsCa00.htm,71,180
1341,1980,6,147,Bubba Garcia,WR,22.0,KAN,1980.0,1981.0,0,0,0,0.0,6.0,0.0,,,,3.0,27.0,1.0,Texas-El Paso,http://www.pro-football-reference.com/players/G/GarcBu20.htm,71,185
1343,1980,6,160,Preston Brown,WR,22.0,NWE,1980.0,1984.0,0,0,0,2.0,32.0,4.0,,,,4.0,114.0,1.0,Vanderbilt,http://www.pro-football-reference.com/players/B/BrowPr20.htm,70,184
1344,1980,7,172,Mike Smith,WR,22.0,ATL,1980.0,1980.0,0,0,0,0.0,5.0,0.0,,,,,,,Grambling St.,http://www.pro-football-reference.com/players/S/SmitMi23.htm,70,194
1345,1980,7,173,Malcolm Barnwell,WR,22.0,OAK,1981.0,1985.0,0,0,3,20.0,66.0,44.0,3.0,30.0,0.0,115.0,1969.0,4.0,Virginia Union,http://www.pro-football-reference.com/players/B/BarnMa01.htm,71,184
1347,1980,7,193,Nate Johnson,WR,23.0,PIT,1980.0,1980.0,0,0,0,0.0,16.0,0.0,,,,,,,Hillsdale,http://www.pro-football-reference.com/players/J/JohnNa21.htm,71,192
1349,1980,8,217,Harold Bailey,WR,23.0,HOU,1981.0,1982.0,0,0,1,5.0,20.0,9.0,1.0,13.0,0.0,26.0,367.0,0.0,Oklahoma St.,http://www.pro-football-reference.com/players/B/BailHa00.htm,74,195
1351,1980,9,230,Tom Donovan,WR,23.0,KAN,1980.0,1980.0,0,0,0,0.0,5.0,0.0,,,,,,,Penn St.,http://www.pro-football-reference.com/players/D/DonoTo20.htm,71,179
1352,1980,9,240,Gerald Carter,WR,23.0,TAM,1980.0,1987.0,0,0,5,27.0,103.0,61.0,4.0,24.0,0.0,239.0,3443.0,17.0,Texas A&M,http://www.pro-football-reference.com/players/C/CartGe00.htm,73,190
1355,1980,9,248,George Farmer,WR,21.0,RAM,1982.0,1987.0,0,0,1,12.0,39.0,16.0,1.0,-9.0,0.0,65.0,980.0,7.0,Saginaw Valley St.,http://www.pro-football-reference.com/players/F/FarmGe00.htm,70,175
1358,1980,10,270,Virgil Seay,WR,22.0,DEN,1981.0,1984.0,0,0,1,9.0,52.0,13.0,,,,43.0,792.0,5.0,Troy,http://www.pro-football-reference.com/players/S/SeayVi00.htm,68,175
1360,1980,11,281,Alton Alexis,WR,22.0,CIN,1980.0,1980.0,0,0,0,0.0,1.0,0.0,,,,,,,Tulane,http://www.pro-football-reference.com/players/A/AlexAl20.htm,72,184
1364,1980,11,304,Terry Greer,WR,22.0,RAM,1986.0,1990.0,0,0,1,6.0,50.0,11.0,,,,38.0,640.0,4.0,Alabama St.,http://www.pro-football-reference.com/players/G/GreeTe00.htm,73,192
1366,1980,12,322,Calvin Muhammad,WR,21.0,OAK,1982.0,1987.0,0,0,1,13.0,47.0,17.0,,,,69.0,1276.0,8.0,Texas Southern,http://www.pro-football-reference.com/players/M/MuhaCa00.htm,71,190
1369,1979,1,5,Jerry Butler,WR,21.0,BUF,1979.0,1986.0,0,1,6,35.0,88.0,80.0,4.0,32.0,0.0,278.0,4301.0,29.0,Clemson,http://www.pro-football-reference.com/players/B/ButlJe00.htm,72,178
1370,1979,1,20,Willis Adams,WR,23.0,CLE,1979.0,1985.0,0,0,0,9.0,75.0,10.0,5.0,13.0,0.0,61.0,962.0,2.0,Houston,http://www.pro-football-reference.com/players/A/AdamWi00.htm,74,194
1371,1979,2,34,Gordon Jones,WR,22.0,TAM,1979.0,1983.0,0,0,2,13.0,61.0,26.0,2.0,2.0,0.0,97.0,1402.0,8.0,Pittsburgh,http://www.pro-football-reference.com/players/J/JoneGo00.htm,72,190
1372,1979,2,36,Earnest Gray,WR,22.0,NYG,1979.0,1985.0,0,0,5,27.0,90.0,69.0,2.0,2.0,0.0,246.0,3790.0,27.0,Memphis,http://www.pro-football-reference.com/players/G/GrayEa00.htm,75,195
1373,1979,2,39,Rickey Watts,WR,22.0,CHI,1979.0,1983.0,0,0,1,16.0,56.0,17.0,3.0,-23.0,0.0,81.0,1547.0,8.0,Tulsa,http://www.pro-football-reference.com/players/W/WattRi01.htm,73,203
1374,1979,3,58,Jeff Moore,WR,22.0,RAM,1980.0,1981.0,0,0,0,3.0,24.0,0.0,,,,17.0,273.0,1.0,Tennessee,http://www.pro-football-reference.com/players/M/MoorJe20.htm,73,194
1375,1979,4,89,Roy Green,WR,22.0,STL,1979.0,1992.0,2,2,9,70.0,190.0,130.0,23.0,140.0,1.0,559.0,8965.0,66.0,Henderson St.,http://www.pro-football-reference.com/players/G/GreeRo01.htm,72,195
1376,1979,4,104,John Floyd,WR,22.0,SDG,1979.0,1981.0,0,0,0,2.0,27.0,3.0,,,,14.0,215.0,2.0,La-Monroe,http://www.pro-football-reference.com/players/F/FloyJo00.htm,73,195
1377,1979,4,110,Calvin Sweeney,WR,24.0,PIT,1980.0,1987.0,0,0,2,16.0,102.0,31.0,1.0,-2.0,0.0,113.0,1775.0,7.0,USC,http://www.pro-football-reference.com/players/S/SweeCa00.htm,74,190
1378,1979,5,126,Scott Fitzkee,WR,22.0,PHI,1979.0,1982.0,0,0,0,4.0,36.0,1.0,1.0,15.0,0.0,17.0,321.0,4.0,Penn St.,http://www.pro-football-reference.com/players/F/FitzSc00.htm,72,187
1379,1979,5,130,Mark Bell,WR,22.0,STL,1980.0,1981.0,0,0,0,1.0,12.0,1.0,,,,8.0,123.0,0.0,Colorado St.,http://www.pro-football-reference.com/players/B/BellMa23.htm,69,175
1380,1979,6,139,Steve Kreider,WR,21.0,CIN,1979.0,1986.0,0,0,0,21.0,114.0,6.0,4.0,23.0,0.0,150.0,2119.0,9.0,Lehigh,http://www.pro-football-reference.com/players/K/KreiSt00.htm,75,192
1382,1979,6,164,Chris DeFrance,WR,22.0,DAL,1979.0,1979.0,0,0,0,0.0,4.0,1.0,,,,,,,Arizona St.,http://www.pro-football-reference.com/players/D/DeFrCh20.htm,73,205
1384,1979,8,193,Ron Cassidy,WR,22.0,GNB,1979.0,1984.0,0,0,0,2.0,60.0,1.0,,,,14.0,233.0,0.0,Utah St.,http://www.pro-football-reference.com/players/C/CassRo00.htm,72,184
1385,1979,8,206,Jeff Groth,WR,22.0,MIA,1979.0,1985.0,0,0,4,19.0,94.0,51.0,4.0,43.0,0.0,152.0,2126.0,5.0,Bowling Green,http://www.pro-football-reference.com/players/G/GrotJe00.htm,70,176
1387,1979,9,233,Kris Haines,WR,22.0,WAS,1979.0,1987.0,0,0,0,1.0,21.0,2.0,,,,4.0,83.0,0.0,Notre Dame,http://www.pro-football-reference.com/players/H/HainKr20.htm,71,183
1389,1979,9,237,Alvin Garrett,WR,22.0,SDG,1980.0,1984.0,0,0,0,5.0,55.0,6.0,12.0,33.0,0.0,32.0,412.0,2.0,Angelo State (TX),http://www.pro-football-reference.com/players/G/GarrAl00.htm,67,178
1391,1979,10,249,Dwight Clark,WR,22.0,SFO,1979.0,1987.0,1,2,7,61.0,134.0,97.0,6.0,50.0,0.0,506.0,6750.0,48.0,Clemson,http://www.pro-football-reference.com/players/C/ClarDw00.htm,76,212
1392,1979,10,261,John Smith,WR,23.0,CLE,1979.0,1979.0,0,0,0,0.0,6.0,0.0,,,,,,,Tennessee St.,http://www.pro-football-reference.com/players/S/SmitJo23.htm,72,175
1393,1979,10,264,Frank Lockett,WR,22.0,GNB,1985.0,1985.0,0,0,0,0.0,3.0,0.0,,,,,,,Nebraska,http://www.pro-football-reference.com/players/L/LockFr20.htm,72,200
1396,1979,11,277,Stan Rome,WR,23.0,KAN,1979.0,1982.0,0,0,0,3.0,42.0,4.0,1.0,-5.0,0.0,22.0,286.0,1.0,Clemson,http://www.pro-football-reference.com/players/R/RomeSt00.htm,77,212
1401,1979,12,314,Paul Darby,WR,22.0,NYJ,1979.0,1980.0,0,0,0,1.0,23.0,0.0,1.0,15.0,0.0,3.0,48.0,1.0,Texas St.,http://www.pro-football-reference.com/players/D/DarbPa20.htm,70,192
1403,1979,12,328,Drew Hill,WR,22.0,RAM,1979.0,1993.0,0,2,9,74.0,211.0,147.0,3.0,19.0,0.0,634.0,9831.0,60.0,Georgia Tech,http://www.pro-football-reference.com/players/H/HillDr00.htm,69,170
1405,1978,1,3,Wes Chandler,WR,22.0,NOR,1978.0,1988.0,1,4,9,79.0,150.0,131.0,16.0,84.0,0.0,559.0,8966.0,56.0,Florida,http://www.pro-football-reference.com/players/C/ChanWe00.htm,72,196
1406,1978,1,6,James Lofton HOF,WR,22.0,GNB,1978.0,1993.0,1,8,14,101.0,233.0,212.0,32.0,246.0,1.0,764.0,14004.0,75.0,Stanford,http://www.pro-football-reference.com/players/L/LoftJa00.htm,75,192
1407,1978,1,14,John Jefferson,WR,22.0,SDG,1978.0,1985.0,2,4,7,54.0,102.0,96.0,6.0,61.0,0.0,351.0,5714.0,47.0,Arizona St.,http://www.pro-football-reference.com/players/J/JeffJo00.htm,73,198
1408,1978,2,53,Ron Smith,WR,21.0,RAM,1978.0,1983.0,0,0,1,12.0,66.0,12.0,1.0,7.0,0.0,63.0,1014.0,4.0,San Diego St.,http://www.pro-football-reference.com/players/S/SmitRo02.htm,72,185
1409,1978,3,65,Danny Fulton,WR,22.0,BUF,1979.0,1982.0,0,0,0,0.0,20.0,0.0,,,,5.0,81.0,0.0,Nebraska-Omaha,http://www.pro-football-reference.com/players/F/FultDa20.htm,74,184
1410,1978,3,77,Carlos Pennywell,WR,22.0,NWE,1978.0,1981.0,0,0,0,0.0,38.0,2.0,1.0,3.0,0.0,12.0,143.0,3.0,Grambling St.,http://www.pro-football-reference.com/players/P/PennCa00.htm,74,180
1411,1978,3,81,Jimmy Cefalo,WR,21.0,MIA,1978.0,1984.0,0,0,1,21.0,90.0,24.0,,,,93.0,1739.0,13.0,Penn St.,http://www.pro-football-reference.com/players/C/CefaJi00.htm,71,190
1412,1978,3,83,Don Bass,WR,22.0,CIN,1978.0,1982.0,0,0,3,14.0,55.0,33.0,6.0,40.0,0.0,117.0,1580.0,13.0,Houston,http://www.pro-football-reference.com/players/B/BassDo00.htm,74,219
1413,1978,4,91,Terry LeCount,WR,22.0,SFO,1978.0,1987.0,0,0,1,12.0,72.0,19.0,6.0,90.0,0.0,89.0,1354.0,7.0,Florida,http://www.pro-football-reference.com/players/L/LeCoTe00.htm,70,178
1414,1978,4,97,Jimmy Childs,WR,22.0,STL,1978.0,1979.0,0,0,0,1.0,21.0,2.0,,,,12.0,143.0,1.0,Cal Poly-San Luis Obispo,http://www.pro-football-reference.com/players/C/ChilJi20.htm,74,194
1415,1978,4,98,Mike Renfro,WR,23.0,HOU,1978.0,1987.0,0,0,8,36.0,133.0,95.0,3.0,24.0,0.0,323.0,4708.0,28.0,TCU,http://www.pro-football-reference.com/players/R/RenfMi00.htm,72,184
1416,1978,4,99,Dennis Law,WR,23.0,CIN,1978.0,1978.0,0,0,0,1.0,14.0,2.0,1.0,-1.0,0.0,5.0,81.0,0.0,East Tennessee St.,http://www.pro-football-reference.com/players/L/LawxDe20.htm,73,179
1417,1978,4,108,Joe Stewart,WR,22.0,OAK,1978.0,1979.0,0,0,0,0.0,19.0,0.0,,,,1.0,3.0,0.0,Missouri,http://www.pro-football-reference.com/players/S/StewJo20.htm,71,180
1418,1978,5,112,Jerrold McRae,WR,23.0,KAN,1978.0,1979.0,0,0,0,0.0,9.0,0.0,,,,1.0,-2.0,0.0,Tennessee St.,http://www.pro-football-reference.com/players/M/McRaJe20.htm,73,194
1419,1978,5,122,Keith Wright,WR,22.0,CLE,1978.0,1980.0,0,0,0,2.0,33.0,0.0,,,,12.0,151.0,3.0,Memphis,http://www.pro-football-reference.com/players/W/WrigKe00.htm,70,172
1420,1978,5,125,Dennis Pearson,WR,23.0,ATL,1978.0,1979.0,0,0,0,3.0,29.0,0.0,1.0,1.0,0.0,12.0,190.0,0.0,San Diego St.,http://www.pro-football-reference.com/players/P/PearDe00.htm,71,177
1421,1978,5,134,Robert Woods,WR,23.0,KAN,1978.0,1979.0,0,0,0,1.0,4.0,1.0,2.0,4.0,0.0,6.0,96.0,2.0,Grambling St.,http://www.pro-football-reference.com/players/W/WoodRo00.htm,67,170
1422,1978,5,137,Brian DeRoo,WR,22.0,NYG,1979.0,1981.0,0,0,0,1.0,48.0,1.0,,,,7.0,154.0,1.0,Redlands,http://www.pro-football-reference.com/players/D/DeRoBr20.htm,75,193
1424,1978,6,152,Rodney Parker,WR,25.0,ATL,1980.0,1981.0,0,0,0,4.0,19.0,0.0,,,,17.0,316.0,3.0,Tennessee St.,http://www.pro-football-reference.com/players/P/ParkRo00.htm,73,190
1425,1978,6,160,Randy Reutershan,WR,23.0,PIT,1978.0,1978.0,0,0,0,0.0,11.0,0.0,,,,,,,Pittsburgh,http://www.pro-football-reference.com/players/R/ReutRa20.htm,70,182
1427,1978,6,164,Mike Levenseller,WR,22.0,OAK,1978.0,1980.0,0,0,0,0.0,24.0,0.0,1.0,6.0,0.0,2.0,30.0,0.0,Washington St.,http://www.pro-football-reference.com/players/L/LeveMi20.htm,73,180
1428,1978,6,165,Jesse Thompson,WR,22.0,DET,1978.0,1980.0,0,0,0,3.0,22.0,3.0,3.0,3.0,0.0,29.0,312.0,4.0,California,http://www.pro-football-reference.com/players/T/ThomJe02.htm,73,185
1429,1978,7,167,Alfred Jackson,WR,23.0,ATL,1978.0,1984.0,0,0,2,26.0,88.0,28.0,3.0,9.0,0.0,187.0,3001.0,21.0,Texas,http://www.pro-football-reference.com/players/J/JackAl00.htm,71,176
1430,1978,7,181,Dave Stief,WR,22.0,STL,1978.0,1983.0,0,0,0,9.0,71.0,9.0,2.0,0.0,0.0,67.0,1043.0,5.0,Portland St.,http://www.pro-football-reference.com/players/S/StieDa00.htm,75,195
1431,1978,7,184,Bill Kellar,WR,22.0,KAN,1978.0,1978.0,0,0,0,0.0,5.0,0.0,,,,,,,Stanford,http://www.pro-football-reference.com/players/K/KellBi21.htm,71,187
1434,1978,8,197,Derrick Gaffney,WR,23.0,NYJ,1978.0,1987.0,0,0,4,25.0,100.0,68.0,2.0,-2.0,0.0,156.0,2613.0,7.0,Florida,http://www.pro-football-reference.com/players/G/GaffDe00.htm,73,181
1438,1978,9,223,Willie Taylor,WR,22.0,TAM,1978.0,1978.0,0,0,0,0.0,1.0,0.0,,,,,,,Pittsburgh,http://www.pro-football-reference.com/players/T/TaylWi20.htm,73,179
1440,1978,10,277,Vince Kinney,WR,22.0,DEN,1978.0,1979.0,0,0,0,0.0,23.0,0.0,,,,1.0,23.0,0.0,Maryland,http://www.pro-football-reference.com/players/K/KinnVi20.htm,74,190
1443,1978,12,321,Kevin Bell,WR,23.0,SDG,1978.0,1978.0,0,0,0,0.0,9.0,0.0,,,,,,,Lamar,http://www.pro-football-reference.com/players/B/BellKe21.htm,70,180
1446,1977,1,25,Stanley Morgan,WR,22.0,NWE,1977.0,1990.0,0,4,13,82.0,196.0,180.0,21.0,127.0,0.0,557.0,10716.0,72.0,Tennessee,http://www.pro-football-reference.com/players/M/MorgSt00.htm,71,181
1447,1977,1,26,Randy Burke,WR,22.0,BAL,1978.0,1981.0,0,0,0,4.0,57.0,3.0,,,,30.0,489.0,3.0,Kentucky,http://www.pro-football-reference.com/players/B/BurkRa00.htm,74,190
1448,1977,2,32,Johnny Perkins,WR,24.0,NYG,1977.0,1983.0,0,0,3,24.0,71.0,51.0,3.0,2.0,0.0,163.0,2611.0,18.0,Abilene Christian,http://www.pro-football-reference.com/players/P/PerkJo00.htm,74,205
1449,1977,2,33,Wesley Walker,WR,22.0,NYJ,1977.0,1989.0,1,2,11,73.0,154.0,129.0,6.0,35.0,0.0,438.0,8306.0,71.0,California,http://www.pro-football-reference.com/players/W/WalkWe00.htm,72,179
1450,1977,2,50,Billy Waddy,WR,23.0,RAM,1977.0,1984.0,0,0,4,19.0,75.0,45.0,13.0,77.0,0.0,120.0,1963.0,10.0,Colorado,http://www.pro-football-reference.com/players/W/WaddBi00.htm,71,187
1451,1977,3,62,Tony Hill,WR,21.0,DAL,1977.0,1986.0,0,3,9,68.0,141.0,112.0,14.0,84.0,0.0,479.0,7988.0,51.0,Stanford,http://www.pro-football-reference.com/players/H/HillTo00.htm,74,199
1452,1977,3,65,Elmo Boyd,WR,23.0,SFO,1978.0,1978.0,0,0,0,1.0,11.0,7.0,,,,9.0,115.0,1.0,East. Kentucky,http://www.pro-football-reference.com/players/B/BoydEl00.htm,72,188
1453,1977,3,73,John Kimbrough,WR,23.0,BUF,1977.0,1977.0,0,0,0,2.0,14.0,1.0,,,,10.0,207.0,2.0,St. Cloud St.,http://www.pro-football-reference.com/players/K/KimbJo00.htm,70,165
1454,1977,3,75,Jim Smith,WR,22.0,PIT,1977.0,1985.0,0,0,1,23.0,79.0,17.0,3.0,26.0,0.0,113.0,2103.0,25.0,Michigan,http://www.pro-football-reference.com/players/S/SmitJi01.htm,74,205
1455,1977,4,96,Luther Blue,WR,22.0,DET,1977.0,1980.0,0,0,1,6.0,42.0,22.0,7.0,-5.0,0.0,47.0,542.0,4.0,Iowa St.,http://www.pro-football-reference.com/players/B/BlueLu00.htm,71,185
1456,1977,4,98,Warren Anderson,WR,22.0,HOU,1977.0,1978.0,0,0,0,0.0,10.0,0.0,,,,,,,West Virginia St.,http://www.pro-football-reference.com/players/A/AndeWa20.htm,74,195
1458,1977,5,116,Perry Griggs,WR,22.0,NYJ,1977.0,1977.0,0,0,0,0.0,1.0,0.0,,,,,,,Troy,http://www.pro-football-reference.com/players/G/GrigPe20.htm,70,183
1459,1977,5,120,Shelton Diggs,WR,22.0,ATL,1977.0,1977.0,0,0,0,0.0,7.0,0.0,1.0,16.0,0.0,,,,USC,http://www.pro-football-reference.com/players/D/DiggSh00.htm,73,190
1462,1977,7,190,Rich Martini,WR,21.0,OAK,1979.0,1981.0,0,0,0,4.0,44.0,5.0,,,,33.0,367.0,2.0,California-Davis,http://www.pro-football-reference.com/players/M/MartRi00.htm,74,185
1465,1977,8,205,Eddie Foster,WR,23.0,HOU,1977.0,1979.0,0,0,1,3.0,15.0,14.0,,,,15.0,208.0,0.0,Houston,http://www.pro-football-reference.com/players/F/FostEd00.htm,70,185
1466,1977,8,215,Waddell Smith,WR,22.0,KAN,1984.0,1984.0,0,0,0,0.0,2.0,0.0,1.0,-5.0,0.0,1.0,7.0,0.0,Kansas,http://www.pro-football-reference.com/players/S/SmitWa20.htm,74,180
1468,1977,9,234,Gene Washington,WR,24.0,SDG,1979.0,1979.0,0,0,0,0.0,2.0,0.0,,,,,,,Georgia,http://www.pro-football-reference.com/players/W/WashGe20.htm,69,172
1470,1977,9,251,Larry Mucker,WR,23.0,TAM,1977.0,1980.0,0,0,0,5.0,53.0,11.0,9.0,51.0,0.0,33.0,635.0,5.0,Arizona St.,http://www.pro-football-reference.com/players/M/MuckLa00.htm,71,190
1472,1977,10,257,Billy Ryckman,WR,22.0,ATL,1977.0,1979.0,0,0,1,5.0,44.0,15.0,,,,50.0,743.0,5.0,Louisiana Tech,http://www.pro-football-reference.com/players/R/RyckBi00.htm,71,172
1474,1977,10,268,Oren Middlebrook,WR,24.0,DEN,1978.0,1978.0,0,0,0,0.0,16.0,0.0,,,,,,,Arkansas St.,http://www.pro-football-reference.com/players/M/MiddOr20.htm,74,185
1478,1977,11,306,Keith Hartwig,WR,23.0,MIN,1977.0,1977.0,0,0,0,0.0,4.0,0.0,,,,,,,Arizona,http://www.pro-football-reference.com/players/H/HartKe21.htm,72,186
1480,1977,12,321,Terry Anderson,WR,22.0,MIA,1977.0,1980.0,0,0,0,0.0,29.0,0.0,1.0,11.0,0.0,1.0,56.0,0.0,Bethune-Cookman,http://www.pro-football-reference.com/players/A/AndeTe20.htm,69,182
1482,1976,1,11,Billy Brooks,WR,23.0,CIN,1976.0,1981.0,0,0,3,17.0,55.0,35.0,3.0,-17.0,0.0,96.0,1720.0,7.0,Oklahoma,http://www.pro-football-reference.com/players/B/BrooBi01.htm,75,204
